일자	언론사	제목	본문
20211008	동아일보	"㈜건영, 분당 서현동에 고급 오피스텔 ‘라포르테 블랑 서현’ 공급"	"분당선 서현역 역세권 입지 신분당선, 경부고속도로 등 강남 접근성 좋아 
 
 ㈜건영은 경기도 성남시 분당구에 고급 오피스텔 ‘라포르테 블랑 서현’을 공급한다. 
 
‘라포르테 블랑 서현’은 지하 2층~지상 8층, 전용면적 42㎡~84㎡, 총 95실 규모의 중형 평형대로, 지상1층에는 상업시설도 함께 구성된다. 
 
 ‘라포르테 블랑 서현’은 분당의 .."
20211007	국민일보	이성만 의원 카카오VX 골프장 땅투기 의혹 제기	"문어발 사업확장과 독과점, 골목상권 침해 등 논란의 중심에 선 카카오가 이번엔 골프장 개발을 추진하며 임직원을 통한 땅투기 의혹에 휩싸였다. 
 
 
 
7일 국회 산업통상자원중소벤처기업위원회 소속 이성만 의원(더불어민주당 부평갑)이 확인한 바에 따르면 카카오 골프 사업을 전담하는 카카오 게임즈의 자회사 카카오VX 임직원 A씨가 자신의 개인 이름으로 카.."
20211007	조선일보	중국 인건비 리니지 리스크... 3개 칼날에 휘청이는 게임 3N	3N(넥슨 엔씨소프트 넷마블)으로 불리는 국내 3대 게임사의 주가가 추락하고 있다. 엔씨소프트는 지난 8월 말 발표한 신작 ‘블레이드앤소울2′이 흥행에 실패하며 주가가 고점 대비 30% 넘게 폭락했다. 중국 매출 비중이 큰 넥슨은 올 상반기 신작 부재와 중국 시장 게임 규제로 인해 주가가 4월 말 대비 반 토막 났다. 지난 6월 신작 ‘제2의나라’를 출..
20211007	전자신문	달라진 '메이플스토리'???유저 밀착 대응에 분위기 변화 조짐	"넥슨 '메이플스토리'가 게임 환경 정비와 발 빠른 피드백 등 이용자 밀착 운영으로 좋은 반응을 얻고 있다.

넥슨은 최근 신규 콘텐츠와 이용자 건의사항을 게임에 빠르게 적용하며 플레이 만족도를 높였다. 이용자 동향을 긴밀하게 파악하고 적극 대응했다. 이용자를 위한 플레이 경험 개선과 소통 노력이 시너지를 일으키고 있다.

넥슨은 지난달 '메이플스토리' .."
20211007	동아일보	국내만으로는 한계가 있다. 회사의 등급을 바꾸는 글로벌 성과	"전통의 강호였던 엔씨소프트 대신 게임업계 대장주로 등극한 크래프톤을 필두로 위메이드, 데브시스터즈 등이 글로벌 성과에 힘입어 새로운 대세 게임주로 떠오르고 있다. 
 
전통의 강호 엔씨소프트를 필두로 국내 매출 상위권이 주가 상승을 약속하는 지표였던 시절이 있었지만, 이제 주주들은 국내 매출만으로는 한계가 있고, 글로벌 성과까지 나와야만 성장성이 있다고.."
20211006	중앙일보	[오병상의 코멘터리] 잡스 10주년..사라진‘잡스 철학’	"━
 잡스 기일에 국회 불려간 김범수 
 
 ━
 ‘보다 나은 세상’기여 잃지않길 
 
 1. 스티브 잡스 10주기인 5일 (미국시간) 추모열기가 뜨겁습니다. 
 애플이 내놓은 공식 추모영상(Celebrating Steve)과 절친 조니 아이브(전 애플 디자인최고책임자)의 추모글(WSJ기고)이 화제입니다. 잡스를 추모해야 하는 이유는..잡스의 후임 CE.."
20211006	매일경제	"""요즘 젊고 돈 많은 사람 여기 다 모였다"" 롯데 신세계 현대 갤러리아 사활 걸었다"	"경기 남부 지역이 백화점 업계 최대 격전지로 떠오르고 있다. 주요 백화점 업체들이 경기 남부 지역에 대형 점포를 운영하고 있기 때문이다. 지난해 3월에는 갤러리아 광교가 문을 열었고, 지난달 20일에는 롯데백화점 동탄점이 개점하며 경쟁에 불이 붙었다. 
백화점 각 사가 경기 남부 상권에 역량을 집중하는 이유는 풍부한 소비 인구 때문이다. 현재 경기 남부.."
20211006	아주경제	[서울 위협하는 판교] 5년째 0%대 공실률 여의도와 어깨 나란히	"판교역 1번 출구 일대 모습 [사진=아주경제DB] 
 
 
판교권역 오피스 시장이 서울 주요 업무지구를 위협하고 있다. 임대료는 이미 여의도 수준까지 올라왔고, 공급물량은 수요를 따라잡지 못해 가격이 더 오를 수 있다는 의견이 지배적이다. 
 
글로벌 부동산 서비스 회사인 JLL코리아가 최근 발행한 '2021년 판교 오피스 시장 보고서'에 따르면 올 2.."
20211006	경향신문	[이유진의 겜it슈]‘리니지W’ '도깨비'가 왜 거기서 나와  '2021 국감' 게임이슈 톺아보기	"“지금이 우리나라 게임 산업의 최대 위기이자 기회라고 생각합니다.” 

지난 1일 국회에서 열린 문화체육관광부 국정감사에서 이상헌 더불어민주당 의원은 비즈니스 모델(BM) 개발에만 치중해온 국내 게임사의 자성을 촉구하며 이렇게 말했다. 이날 문체위 국감에서는 국내외 유명 게임사의 게임 시연 장면이 등장했다. 미국 게임사 밸브의 VR게임 ‘하프라이프: 알.."
20211006	서울경제	서현역 역세권 오피스텔 ‘라포르테 블랑 서현’ 10월 분양 예정에 수요자 눈길	"㈜건영은 10월 경기도 성남시 분당구 서현동에 고급 오피스텔 ‘라포르테 블랑 서현’을 공급할 예정이다. ‘라포르테 블랑 서현’은 지하 2층~지상 8층, 전용면적 42㎡~84㎡, 총 95실 규모의 중형 평형대로, 지상1층에는 상업시설도 함께 구성된다. ■ 분당선 서현역 초역세권으로 도보 2분 이용 가능하여 탁월한 입지 ‘라포르테 블랑 서현’은 분당의 중심.."
20211006	경향신문	"[절반의 한국①]‘팽창 가속’ 수도권 ‘소멸 직전’ 지방, 두 번째 분단"	"프롤로그



국가균형발전 정책 시행 20년 
청년 일자리 주거 집중 더 심화
판교 기흥이 ‘취업 남방한계선’

서울과 경기, 인천 등 수도권 인구가 2019년(2592만5799명)을 기점으로 대한민국 전체 인구(5184만9861명)의 절반을 넘어섰다. 1970년 28.7%이던 수도권 인구 비중은 50년 동안 21.3%포인트 늘어났다. 지역내총생산(GR.."
20211005	서울경제	"[단독] 게임사 ‘3N’, 토종 앱 마켓 살리기 힘 모은다"	"국내 대표 게임사 엔씨소프트(036570)(NC), 넷마블(251270), 넥슨 등 ‘3N’이 토종 앱 마켓 살리기에 나선다. 
 

 업계가 자율적으로 ‘동등접근권’을 실행에 옮겨 국내 앱 마켓 이용자들에게 다양한 편의를 제공하겠다는 것이다. 동등접근권은 소비자들이 앱 마켓 종류를 불문하고 특정 콘텐츠에 차별 없이 접근할 수 있도록 해야 한다는 것으로.."
20211005	동아일보	"PC 버전 필수된 모바일 MMORPG, 스마트폰만으로는 한계가 있다"	"모바일 게임 시장을 지배하고 있는 모바일 MMORPG(대규모다중접속역할수행게임)의 치열한 경쟁이 PC까지 확대되고 있다. 
 
몇몇 대형 게임사들이 이용자들의 편의를 위해 선보이는 서비스 개념이었던 모바일 MMORPG의 PC 버전 출시가, 이제는 무조건 선택해야 하는 필수 조건이 되고 있는 것이다. 
 
예전에는 PC 버전을 같이 서비스하는 게임이 많지.."
20211005	디지털타임스	"""게임사 확률형 아이템 피해, 공정위가 나서야"""	"올해 초부터 게임 업계를 강타한 확률형 아이템 문제와 관련해 공정거래위원회가 나서야 한다는 주장이 제기됐다.



5일 국회 정무위원회 소속 유동수 더불어민주당 의원은 규제 미비로 인해 게임 이용자들의 피해가 반복되고 있다며 이같이 밝혔다.



공정위는 지난 2019년 12월 확률형 아이템의 구성확률정보 공개를 의무화한 '전자상거래 등에서의 상품 등의.."
20211005	헤럴드경제	존재감 ‘뿜뿜’ 기아 셀토스 인도 베스트셀링 SUV 등극	"기아 셀토스가 인도 시장에서 가장 많이 팔리는 스포츠유틸리티차량(SUV)에 등극했다. 신규 디자인 트림 X-라인(X-Line 사진) 출시로 선택의 폭이 넓어진 효과를 톡톡히 봤다. 향후 인도 시장 내 SUV 비중 확대로 판매량 증가도 기대된다. 
 
 4일(현지시간) 인도 자동차 전문 매체 카토크(CarToq)에 따르면 지난달 기아 셀토스는 인도 시장에.."
20211005	아시아경제	3년만에 국감장에 서는 카카오 김범수 각종 논란 가라앉힐 수 있을까	"[아시아경제 강나훔 기자] 김범수 카카오 이사회 의장이 5일 국회 정무위원회 국정감사 증인으로 출석한다. 2018년 이후 3년만이다. 카카오의 골목상권 침해 논란이 커진 이후 처음으로 미디어 앞에 서는 만큼 그가 던질 메시지와 해명에 관심이 쏠린다. 
 
5일 국회에 따르면 김 의장은 이날 국회 정무위원회의 공정거래위원회 국감에 증인으로 참석하겠다는 의.."
20211005	머니투데이	카카오와 엔터테인먼트의 M&A 방정식	"[머니투데이 더리더 김동하 한성대학교 자율교양학부 교수] [[김동하의 컬처 리포트]카카오 논란, 엔터 M&A 열풍에 미칠 영향은]

 엔터테인먼트 업계의 M&A(인수합병) 열풍은 어제 오늘의 일이 아니다. 제작하는 쪽의 입장에선 몸집을 키워야만 유통 플랫폼과의 협상력을 높일 수 있는 만큼, 늘 이합집산이 반복된다. 예를 들면, 신인가수 한 명을 방송에 .."
20211005	헤럴드경제	"기아 셀토스, 인도서 최다 판매 SUV 등극"	"[헤럴드경제 원호연 기자]기아 셀토스가 인도 시장에서 가장 많이 팔리는 스포츠유틸리티차량(SUV)에 등극했다. 신규 디자인 트림 X-라인(X-Line) 출시로 선택의 폭이 넓어진 효과를 톡톡히 봤다. 향후 인도 시장 내 SUV 비중 확대로 판매량 증가도 기대된다. 
 
 4일(현지시간) 인도 자동차 전문 매체 카토크(CarToq)에 따르면 지난달 기아 .."
20211005	머니투데이	[의사당와이파이]<국감>여당마저 질책한 5G	"[머니투데이 서진욱 기자] [[the300]10월 2주차 #5G #플랫폼 #확률형아이템]

 ※국회의 ICT 이슈와 법안, 일정 등을 전하는 뉴스레터 '의사당 와이파이' 31호 내용입니다. 뉴스레터는 매주 월요일 배달됩니다.
※구독하기 주소 복사하기☞ https://url.kr/2l4qw5

 
 ━ 
국회가 지난주부터 국정감사에 돌입했습니다. 이번 달.."
20211005	경기일보	성남시 e스포츠 경기장 추진 적신호 프로경기 유치가 숙제	"성남시가 e스포츠 전용경기장 건립을 추진 중이나 향후 운영에 적신호가 켜졌다. 

기존에 지역서 열렸던 e스포츠 관련 경기를 다 합쳐야 1년에 1주일 정도에 불과하기 때문이다. 

4일 성남시에 따르면 시는 393억원(도비 100억원 포함)을 들여 오는 2024년까지 분당구 삼평동 626번지 6천959㎡에 지하 1층~지상 4층 규모 e스포츠 전용경기장 .."
20211004	경향신문	‘공룡’ IT 게임사의 밑바닥 운영법인 “우린 무늬만 정규직”	"‘자회사 통한 간접고용’ 이제 그만



대표법인, 지주사보다 위상 더 커 
계열법인 두고 그 밑엔 ‘운영법인’ 
저비용으로 운영 업무 맡기려 분사 
임금 복지 차별에 “사실상 하청”
“회사 통합교섭 나서야 문제 해결”

한국 사회에서 카카오, 네이버, 넥슨, 넷마블 등 주요 정보기술(IT) 게임사들은 더 이상 성장성 높은 중소 벤처기업이 아니다. 코로.."
20211004	아주경제	"""과금 유도 ‘확률형 아이템’ 규제 필요""... 변화 기로에 선 게임업계"	"황희 문화체육관광부 장관. [사진=연합뉴스] 
 
 
한국 게임업계의 대표적 수익 모델인 ‘확률형 아이템’을 규제해야 한다는 목소리가 다시 커지고 있다. 올해 국정감사에선 과소비를 부추기고 물질적, 정신적 피로를 유발하는 확률형 아이템이 게임 생태계를 망치고 있다는 주장이 나왔다. 2017년 국정감사 이후 5년째 반복되는 얘기다. 게임업계는 자발적으로 .."
20211004	파이낸셜뉴스	가상자산 베팅하는 게임기업 온라인 경제시스템 새 틀 짠다	"게임빌, 코인원에 539억 투자 
NFT거래소 등 신사업에 박차 
위메이드 넥슨도 거래소 투자 
10년후 기업가치 내다본 결정 

 

 

 
 
 
 
 
 
 대형 게임기업들의 블록체인 가상자산 시장 진출이 가속화되고 있다. 단순히 온라인에서 게임을 즐기는 것을 넘어 가상세계 내에서 경제 시스템을 창출하고 이를 통해 현실과는 다른 또다른 사회를 구.."
20211003	한겨레	"“노사 동수 참여 ‘직장 괴롭힘’ 대응기구 만들자” 네이버, 노사 단체교섭 돌입"	"네이버 노사가 최근 단체협약(단협) 갱신을 위한 교섭 일정에 합의하고 창사 이후 두 번째 단체교섭에 들어갔다. 직장 내 괴롭힘과 주 52시간 노동제 위반 등 올해 네이버에서 불거진 노동 문제에 대한 방지책 마련이 논의된다. 카카오처럼 노사 동수가 참여하는 직장 내 괴롭힘 조사기구 등이 네이버에서도 만들어질지 주목된다.

3일 네이버 노사 관계자 말을 들.."
20211003	국민일보	"넥슨, 서브컬처 게임 ‘블루 아카이브’ 출시 예열"	"게임사 넥슨의 자회사 넷게임즈가 개발한 서브컬처 게임 ‘블루 아카이브’가 오는 14일 사전등록을 시작하며 시동을 건다. 
 
블루 아카이브는 여러 학원과 동아리 학생들의 이야기가 담긴 서브컬처 게임이다. 올해 4분기 국내 및 글로벌 동시 출시를 앞두고 있다. 
 
티저 사이트에는 ‘2021.10.14 coming soon’ 문구와 함께 사전등록 일정이 .."
20211003	한국경제	"한국서 수천억 쓸어담는 구글, 또 세금 한 푼 안 냈다 [김주완의 어쩌다IT]"	"구글이 국내에서 돈을 번 만큼 한국에 세금이나 관련 비용을 여전히 지불하지 않고 있습니다. 이번 국회 국정감사에서도 비슷한 지적이 나왔습니다. 
 
 감상희 국회 부의장은 지난달 과학기술정보통신부에서 받은 국내 트래픽(통신량) 현황 자료에 따르면 국내 트래픽 발생량은 2017년 370만 테라바이트(TB)에서 올해 894만 테라바이트로 급증가할 전망입니다.."
